epoch,out_0,out_1,step,train_loss
78,0.5056103467941284,0.5002767443656921,157,0.24972333014011383
79,0.5055971145629883,0.500322163105011,159,0.24967794120311737
80,0.5055809617042542,0.5003637075424194,161,0.2496364265680313
81,0.5055620074272156,0.5004015564918518,163,0.24959860742092133
82,0.5055407285690308,0.500436007976532,165,0.24956418573856354
83,0.5055171847343445,0.5004671812057495,167,0.2495330423116684
84,0.5054915547370911,0.500495433807373,169,0.24950481951236725
85,0.5054641366004944,0.5005210041999817,171,0.249479278922081
86,0.5054349899291992,0.5005438327789307,173,0.2494564652442932
87,0.5054042339324951,0.5005643367767334,175,0.24943599104881287
88,0.505372166633606,0.5005826950073242,177,0.24941764771938324
89,0.5053387880325317,0.5005988478660583,179,0.2494015246629715
90,0.5053043365478516,0.5006130337715149,181,0.24938733875751495
91,0.5052688717842102,0.5006253719329834,183,0.24937501549720764
92,0.5052323937416077,0.5006361603736877,185,0.24936425685882568
93,0.505195140838623,0.5006453394889832,187,0.24935509264469147
94,0.5051572918891907,0.5006529688835144,189,0.24934746325016022
95,0.5051186680793762,0.5006592869758606,191,0.24934116005897522
96,0.5050796270370483,0.5006644129753113,193,0.24933603405952454
97,0.5050400495529175,0.5006682276725769,195,0.2493322193622589
98,0.5049999952316284,0.5006710886955261,197,0.2493293583393097
99,0.504959762096405,0.5006728172302246,199,0.2493276447057724
100,0.504919171333313,0.5006737112998962,201,0.24932675063610077
101,0.5048783421516418,0.5006736516952515,203,0.24932681024074554
102,0.5048373341560364,0.5006728768348694,205,0.24932758510112762
103,0.5047962665557861,0.5006713271141052,207,0.24932913482189178
104,0.5047550797462463,0.5006690621376038,209,0.24933139979839325
105,0.5047138929367065,0.5006661415100098,211,0.24933430552482605
106,0.504672646522522,0.5006626844406128,213,0.24933776259422302
107,0.5046314597129822,0.5006587505340576,215,0.2493416965007782
108,0.5045903325080872,0.5006541609764099,217,0.2493462711572647
109,0.5045493245124817,0.5006493330001831,219,0.24935108423233032
110,0.5045084953308105,0.5006439685821533,221,0.2493564486503601
111,0.504467785358429,0.5006382465362549,223,0.24936215579509735
112,0.5044271945953369,0.5006321668624878,225,0.24936823546886444
113,0.504386842250824,0.5006257891654968,227,0.2493746131658554
114,0.5043466687202454,0.500619113445282,229,0.24938127398490906
115,0.5043066740036011,0.500612199306488,231,0.249388188123703
116,0.5042670369148254,0.5006051063537598,233,0.24939526617527008
117,0.5042276382446289,0.5005977153778076,235,0.24940264225006104
118,0.5041884779930115,0.5005902647972107,237,0.24941009283065796
119,0.5041496157646179,0.5005824565887451,239,0.24941788613796234
120,0.5041110515594482,0.5005746483802795,241,0.24942569434642792
121,0.504072904586792,0.5005666613578796,243,0.24943366646766663
122,0.5040349364280701,0.5005585551261902,245,0.24944175779819489
123,0.503997266292572,0.500550389289856,247,0.24944990873336792
124,0.5039600729942322,0.500542163848877,249,0.24945813417434692
125,0.5039231181144714,0.5005338191986084,251,0.24946647882461548
126,0.5038866400718689,0.5005254745483398,253,0.24947480857372284
127,0.5038503408432007,0.5005170702934265,255,0.24948319792747498
128,0.5038143992424011,0.5005086660385132,257,0.2494915872812271
129,0.5037789344787598,0.5005002021789551,259,0.2495000660419464
130,0.5037437677383423,0.5004917979240417,261,0.24950844049453735
131,0.5037090182304382,0.5004833340644836,263,0.24951690435409546
132,0.5036745667457581,0.5004749298095703,265,0.2495252937078476
133,0.5036405324935913,0.5004664659500122,267,0.2495337575674057
134,0.5036067366600037,0.5004580616950989,269,0.24954214692115784
135,0.5035734176635742,0.5004497170448303,271,0.2495504915714264
136,0.5035404562950134,0.5004413723945618,273,0.24955882132053375
137,0.5035078525543213,0.5004331469535828,275,0.24956704676151276
138,0.503475546836853,0.5004249215126038,277,0.24957525730133057
139,0.503443717956543,0.5004167556762695,279,0.2495834231376648
140,0.5034121870994568,0.5004085898399353,281,0.24959158897399902
141,0.503381073474884,0.5004005432128906,283,0.2495996356010437
142,0.5033503174781799,0.5003926157951355,285,0.24960754811763763
143,0.5033198595046997,0.5003846883773804,287,0.24961547553539276
144,0.5032898187637329,0.5003767609596252,289,0.2496233880519867
145,0.5032600164413452,0.5003690123558044,291,0.2496311366558075
146,0.5032307505607605,0.5003613233566284,293,0.24963882565498352
147,0.5032017230987549,0.5003536939620972,295,0.24964644014835358
148,0.5031730532646179,0.5003461241722107,297,0.24965399503707886
149,0.5031446814537048,0.5003387331962585,299,0.249661386013031
150,0.5031167268753052,0.5003313422203064,301,0.24966877698898315
151,0.5030890703201294,0.5003240704536438,303,0.24967604875564575
152,0.5030617117881775,0.500316858291626,305,0.24968326091766357
153,0.503034770488739,0.5003097057342529,307,0.24969039857387543
154,0.5030081272125244,0.5003027319908142,309,0.24969737231731415
155,0.5029818415641785,0.5002957582473755,311,0.24970434606075287
156,0.5029558539390564,0.5002889633178711,313,0.24971112608909607
157,0.5029301047325134,0.5002822875976562,315,0.24971778690814972
158,0.5029047131538391,0.5002755522727966,317,0.24972453713417053
159,0.5028797388076782,0.5002689957618713,319,0.24973107874393463
160,0.5028549432754517,0.5002624988555908,321,0.24973757565021515
161,0.5028305649757385,0.5002561211585999,323,0.24974393844604492
162,0.5028064846992493,0.5002498626708984,325,0.24975019693374634
163,0.5027825832366943,0.5002436637878418,327,0.24975641071796417
164,0.5027590394020081,0.5002375245094299,329,0.24976253509521484
165,0.5027357935905457,0.5002315044403076,331,0.24976855516433716
166,0.5027127861976624,0.5002256035804749,333,0.24977444112300873
167,0.5026901364326477,0.5002197027206421,335,0.2497803419828415
168,0.5026677250862122,0.5002139806747437,337,0.24978607892990112
169,0.5026456117630005,0.5002083778381348,339,0.24979166686534882
170,0.5026237964630127,0.5002027153968811,341,0.24979732930660248
171,0.5026021599769592,0.5001972913742065,343,0.24980275332927704
172,0.5025808811187744,0.500191867351532,345,0.2498081773519516
173,0.5025598406791687,0.5001865029335022,347,0.24981354176998138
174,0.5025390386581421,0.5001813769340515,349,0.24981865286827087
175,0.5025185346603394,0.5001762509346008,351,0.24982379376888275
176,0.502498209476471,0.5001711845397949,353,0.24982886016368866
177,0.5024781227111816,0.5001662373542786,355,0.24983379244804382
178,0.5024583339691162,0.5001612305641174,357,0.24983879923820496
179,0.5024389028549194,0.5001564621925354,359,0.249843567609787
180,0.5024195313453674,0.5001517534255981,361,0.24984827637672424
181,0.5024004578590393,0.5001470446586609,363,0.2498529851436615
182,0.5023816227912903,0.5001425743103027,365,0.24985745549201965
183,0.5023629665374756,0.5001380443572998,367,0.24986198544502258
184,0.5023446679115295,0.5001336336135864,369,0.24986638128757477
185,0.5023264288902283,0.500129222869873,371,0.24987080693244934
186,0.5023085474967957,0.5001249313354492,373,0.24987508356571198
187,0.5022907853126526,0.5001207590103149,375,0.24987925589084625
188,0.5022732019424438,0.5001166462898254,377,0.24988336861133575
189,0.5022559762001038,0.5001125931739807,379,0.24988742172718048
190,0.5022388100624084,0.5001085996627808,381,0.24989141523838043
191,0.5022220015525818,0.5001046061515808,383,0.24989540874958038
192,0.5022052526473999,0.5001007914543152,385,0.249899223446846
193,0.5021887421607971,0.5000970959663391,387,0.24990291893482208
194,0.5021725296974182,0.5000933408737183,389,0.24990667402744293
195,0.5021563172340393,0.500089704990387,391,0.24991030991077423
196,0.5021404027938843,0.5000861287117004,393,0.24991388618946075
197,0.5021246671676636,0.5000825524330139,395,0.24991746246814728
198,0.502109169960022,0.5000791549682617,397,0.24992085993289948
199,0.5020937919616699,0.5000758171081543,399,0.2499241828918457
200,0.502078652381897,0.5000724792480469,401,0.24992753565311432
201,0.5020636916160583,0.5000692009925842,403,0.24993081390857697
202,0.5020487904548645,0.5000659823417664,405,0.24993403255939484
203,0.5020341277122498,0.500062882900238,407,0.24993713200092316
204,0.5020196437835693,0.5000597834587097,409,0.24994023144245148
205,0.5020053386688232,0.5000567436218262,411,0.24994325637817383
206,0.5019912123680115,0.5000537037849426,413,0.24994629621505737
207,0.5019772052764893,0.5000509023666382,415,0.249949112534523
208,0.5019634366035461,0.5000479817390442,417,0.249952033162117
209,0.5019497275352478,0.5000452399253845,419,0.24995477497577667
210,0.5019362568855286,0.5000424385070801,421,0.24995756149291992
211,0.5019229054450989,0.5000396966934204,423,0.2499603033065796
212,0.501909613609314,0.5000370740890503,425,0.2499629408121109
213,0.5018966197967529,0.500034511089325,427,0.24996548891067505
214,0.5018836855888367,0.5000319480895996,429,0.2499680519104004
215,0.5018709897994995,0.5000293850898743,431,0.24997061491012573
216,0.5018583536148071,0.5000269412994385,433,0.24997307360172272
217,0.5018458366394043,0.5000245571136475,435,0.24997545778751373
218,0.5018334984779358,0.5000221729278564,437,0.24997784197330475
219,0.5018212199211121,0.5000198483467102,439,0.249980166554451
220,0.5018092393875122,0.5000176429748535,441,0.24998237192630768
221,0.5017973184585571,0.5000153183937073,443,0.24998469650745392
222,0.5017854571342468,0.5000132322311401,445,0.24998676776885986
223,0.5017737746238708,0.5000110268592834,447,0.24998897314071655
224,0.5017622113227844,0.5000089406967163,449,0.2499910593032837
225,0.5017507672309875,0.5000068545341492,451,0.24999314546585083
226,0.5017394423484802,0.5000048279762268,453,0.2499951720237732
227,0.5017282962799072,0.500002920627594,455,0.2499970942735672
228,0.501717209815979,0.5000010132789612,457,0.24999898672103882
229,0.5017063021659851,0.499999076128006,459,0.2500009536743164
230,0.501695454120636,0.49999719858169556,461,0.25000283122062683
231,0.5016847848892212,0.4999953508377075,463,0.2500046491622925
232,0.5016741752624512,0.49999359250068665,465,0.25000646710395813
233,0.5016636848449707,0.49999183416366577,467,0.25000816583633423
234,0.5016533136367798,0.4999901056289673,469,0.2500098943710327
235,0.5016430020332336,0.49998846650123596,471,0.2500115931034088
236,0.5016328692436218,0.49998679757118225,473,0.2500132620334625
237,0.5016228556632996,0.4999851584434509,475,0.2500148415565491
238,0.5016129612922668,0.4999835789203644,477,0.250016450881958
239,0.5016030669212341,0.4999820291996002,479,0.25001800060272217
240,0.5015932321548462,0.49998053908348083,481,0.25001946091651917
241,0.5015836358070374,0.49997904896736145,483,0.2500210106372833
242,0.5015741586685181,0.49997758865356445,485,0.25002241134643555
243,0.5015646815299988,0.49997612833976746,487,0.25002384185791016
244,0.5015553832054138,0.49997472763061523,489,0.25002527236938477
245,0.5015460848808289,0.4999734163284302,491,0.2500265836715698
246,0.5015369057655334,0.49997201561927795,493,0.25002801418304443
247,0.5015279054641724,0.49997079372406006,495,0.25002923607826233
248,0.5015189051628113,0.4999695122241974,497,0.250030517578125
249,0.5015100240707397,0.49996817111968994,499,0.25003185868263245
250,0.5015011429786682,0.49996694922447205,501,0.25003302097320557
251,0.501492440700531,0.4999658465385437,503,0.2500341534614563
252,0.5014838576316833,0.4999646544456482,505,0.2500353455543518
253,0.5014753341674805,0.4999634921550751,507,0.2500365078449249
254,0.5014668703079224,0.49996235966682434,509,0.25003767013549805
255,0.5014585256576538,0.499961256980896,511,0.250038743019104
256,0.50145024061203,0.4999602138996124,513,0.25003981590270996
257,0.5014419555664062,0.49995914101600647,515,0.2500408887863159
258,0.5014339089393616,0.4999581277370453,517,0.2500418424606323
259,0.5014258027076721,0.4999571144580841,519,0.2500429153442383
260,0.501417875289917,0.4999561607837677,521,0.2500438988208771
261,0.5014099478721619,0.4999551475048065,523,0.2500448524951935
262,0.5014021396636963,0.4999542236328125,525,0.2500458061695099
263,0.5013943910598755,0.49995332956314087,527,0.25004667043685913
264,0.5013867020606995,0.4999524652957916,529,0.25004756450653076
265,0.501379132270813,0.49995157122612,531,0.25004842877388
266,0.5013716220855713,0.49995070695877075,533,0.25004929304122925
267,0.5013641715049744,0.49994993209838867,535,0.2500500977039337
268,0.5013567209243774,0.4999491274356842,537,0.2500509023666382
269,0.5013494491577148,0.49994829297065735,539,0.25005173683166504
270,0.501342236995697,0.49994754791259766,541,0.25005245208740234
271,0.5013350248336792,0.4999467730522156,543,0.2500532567501068
272,0.5013279318809509,0.4999460279941559,545,0.2500540018081665
273,0.5013209581375122,0.49994534254074097,547,0.2500546872615814
274,0.5013139247894287,0.49994468688964844,549,0.25005531311035156
275,0.50130695104599,0.4999440014362335,551,0.25005602836608887
276,0.5013001561164856,0.4999433159828186,553,0.2500567138195038
277,0.5012933015823364,0.49994269013404846,555,0.2500573694705963
278,0.5012866258621216,0.4999420642852783,557,0.2500579357147217
279,0.5012799501419067,0.49994149804115295,559,0.25005853176116943
280,0.5012733936309814,0.4999408423900604,561,0.2500591278076172
281,0.5012668371200562,0.49994027614593506,563,0.25005972385406494
282,0.5012602806091309,0.4999397099018097,565,0.2500603497028351
283,0.5012538433074951,0.4999392032623291,567,0.2500608265399933
284,0.5012475252151489,0.49993863701820374,569,0.25006142258644104
285,0.501241147518158,0.49993816018104553,571,0.25006189942359924
286,0.5012348890304565,0.49993762373924255,573,0.25006237626075745
287,0.5012287497520447,0.49993717670440674,575,0.25006282329559326
288,0.501222550868988,0.4999367296695709,577,0.25006330013275146
289,0.501216471195221,0.4999362826347351,579,0.2500637173652649
290,0.5012104511260986,0.4999358057975769,581,0.2500641942024231
291,0.5012044310569763,0.4999353885650635,583,0.2500646412372589
292,0.5011984705924988,0.49993500113487244,585,0.25006499886512756
293,0.501192569732666,0.499934583902359,587,0.25006547570228577
294,0.501186728477478,0.49993419647216797,589,0.25006580352783203
295,0.5011810064315796,0.49993377923965454,591,0.25006622076034546
296,0.5011752247810364,0.4999334514141083,593,0.2500665485858917
297,0.5011695623397827,0.499933123588562,595,0.250066876411438
298,0.501163899898529,0.49993276596069336,597,0.25006726384162903
299,0.5011582970619202,0.4999324083328247,599,0.2500676214694977
